-6	-39	36
6	-39	39
-26	-39	-9
26	39	-9
-52	-62	-3
54	-57	-6
-54	-38	3
53	-36	3
-46	-59	23
50	-56	24
-29	-48	49
32	-49	51
-15	-52	61
-6	-8	42
6	-8	42
-8	-21	14
6	-8	42
6	-56	14
8	-55	48
-4	20	-13
4	20	-13
-38	25	-13
38	25	-13
-6	58	0
6	58	0
6	53	29
-4	0	39
-19	-23	22
20	-23	22
42	-10	8
-10	18	0
9	17	0
