-3	-35	33
6	-23	40
-23	-35	-5
26	-35	-5
-51	-62	-4
55	-51	-10
-57	-38	6
51	-32	0
-46	-62	34
50	-52	21
-35	-39	42
41	-30	48
-16	-50	70
-5	-17	48
5	-27	49
-10	-21	16
7	-20	16
5	-47	15
6	-57	55
-7	39	-8
6	32	-13
-45	23	2
37	32	-12
-4	65	10
6	54	10
6	46	31
-7	1	37
-18	-22	22
18	-23	21
44	-10	7
-12	20	0
10	15	0
